Image_Path,Left,Right,Label
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-769.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-152.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-948.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-221.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-481.jpg,220,-165,"220,-165"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-192.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-846.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-251.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-494.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-383.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-358.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-933.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-278.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-938.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-263.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-800.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-668.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-377.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-789.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-639.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-678.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-640.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-748.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-348.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-437.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-205.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-397.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-237.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-811.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-425.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-1077.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-504.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-1010.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-309.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-992.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-1084.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-255.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-187.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-270.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-349.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-197.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-690.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-213.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-861.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-677.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-328.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-282.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-1044.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-941.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-277.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-225.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-1074.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-686.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-725.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-155.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-310.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-393.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-591.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-288.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-1003.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-350.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-242.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-1091.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-882.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-906.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-247.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-579.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-219.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-915.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-364.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-1063.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-838.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-799.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-750.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-907.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-161.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-533.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-380.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-638.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-412.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-782.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-262.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-736.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-818.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-394.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-584.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-1112.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-239.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-178.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-595.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-796.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-593.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-861.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-398.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-649.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-145.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-507.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-273.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-280.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-227.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-771.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-821.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-1032.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-218.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-915.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-354.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-414.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-710.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-620.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-549.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-852.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-431.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-511.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-249.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-833.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-917.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-971.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-207.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-997.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-485.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-368.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-290.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-260.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-518.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-552.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-314.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-950.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-626.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-731.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-404.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-154.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-594.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-853.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-400.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-1027.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-534.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-1053.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-1069.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-830.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-370.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-605.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-403.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-340.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-1103.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-646.jpg,220,220,"220,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-884.jpg,-165,220,"-165,220"
C:\Users\robot\Meritus-CVPRO-main\Training_Process\Training_Data/Dataset_CVPRO\Autonomous_Driving\20240215_124246\20240215_124232/Process_Image/Image-972.jpg,-165,220,"-165,220"
